"Time (s) Run #1";"Sound Intensity, Ch B (V) Run #1";"Time (s) Run #2";"Sound Intensity, Ch B (V) Run #2";"Time (s) Run #3";"Sound Intensity, Ch B (V) Run #3";"Time (s) Run #4";"Sound Intensity, Ch B (V) Run #4"
1,496;-0,111;1,496;0,077;1,496;0,013;1,496;0,186
1,497;-0,008;1,497;-0,145;1,497;0,032;1,497;-0,179
1,497;0,132;1,497;0,166;1,497;-0,045;1,497;0,100
1,497;-0,193;1,497;-0,119;1,497;0,058;1,497;0,018
1,497;0,195;1,497;0,028;1,497;-0,031;1,497;-0,133
1,497;-0,107;1,497;0,075;1,497;0,007;1,497;0,189
1,498;-0,004;1,498;-0,147;1,498;0,030;1,498;-0,185
1,498;0,133;1,498;0,166;1,498;-0,045;1,498;0,098
1,498;-0,193;1,498;-0,117;1,498;0,053;1,498;0,020
1,498;0,195;1,498;0,030;1,498;-0,035;1,498;-0,129
1,498;-0,105;1,498;0,073;1,498;0,008;1,498;0,192
1,499;-0,008;1,499;-0,149;1,499;0,031;1,499;-0,181
1,499;0,133;1,499;0,167;1,499;-0,050;1,499;0,102
1,499;-0,195;1,499;-0,121;1,499;0,053;1,499;0,021
1,499;0,193;1,499;0,028;1,499;-0,032;1,499;-0,130
1,499;-0,113;1,499;0,075;1,499;0,008;1,499;0,192
1,500;-0,008;1,500;-0,146;1,500;0,027;1,500;-0,178
1,500;0,135;1,500;0,165;1,500;-0,045;1,500;0,101
1,500;-0,197;1,500;-0,120;1,500;0,054;1,500;0,018
1,500;0,192;1,500;0,024;1,500;-0,034;1,500;-0,127
1,500;-0,110;1,500;0,074;1,500;0,011;1,500;0,192
1,501;-0,009;1,501;-0,151;1,501;0,028;1,501;-0,181
1,501;0,131;1,501;0,162;1,501;-0,044;1,501;0,101
1,501;-0,192;1,501;-0,116;1,501;0,054;1,501;0,017
1,501;0,195;1,501;0,029;1,501;-0,030;1,501;-0,129
1,501;-0,105;1,501;0,076;1,501;0,008;1,501;0,189
1,502;-0,005;1,502;-0,144;1,502;0,027;1,502;-0,182
1,502;0,134;1,502;0,167;1,502;-0,046;1,502;0,100
1,502;-0,193;1,502;-0,120;1,502;0,055;1,502;0,019
1,502;0,197;1,502;0,028;1,502;-0,033;1,502;-0,127
1,502;-0,109;1,502;0,079;1,502;0,010;1,502;0,191
1,503;-0,009;1,503;-0,149;1,503;0,032;1,503;-0,179
1,503;0,131;1,503;0,166;1,503;-0,043;1,503;0,103
1,503;-0,193;1,503;-0,117;1,503;0,054;1,503;0,019
1,503;0,188;1,503;0,029;1,503;-0,027;1,503;-0,127
1,503;-0,111;1,503;0,077;1,503;0,009;1,503;0,189
1,504;-0,007;1,504;-0,147;1,504;0,031;1,504;-0,180
1,504;0,131;1,504;0,166;1,504;-0,042;1,504;0,101
1,504;-0,199;1,504;-0,118;1,504;0,058;1,504;0,020
1,504;0,190;1,504;0,028;1,504;-0,025;1,504;-0,124
1,504;-0,111;1,504;0,078;1,504;0,013;1,504;0,192
1,505;-0,009;1,505;-0,145;1,505;0,033;1,505;-0,178
1,505;0,129;1,505;0,168;1,505;-0,044;1,505;0,104
1,505;-0,201;1,505;-0,123;1,505;0,055;1,505;0,022
1,505;0,190;1,505;0,023;1,505;-0,027;1,505;-0,125
1,505;-0,112;1,505;0,074;1,505;0,009;1,505;0,195
1,506;-0,011;1,506;-0,147;1,506;0,032;1,506;-0,173
1,506;0,129;1,506;0,166;1,506;-0,044;1,506;0,106
1,506;-0,197;1,506;-0,120;1,506;0,054;1,506;0,022
1,506;0,188;1,506;0,026;1,506;-0,030;1,506;-0,126
1,506;-0,111;1,506;0,072;1,506;0,009;1,506;0,197
1,507;-0,010;1,507;-0,152;1,507;0,029;1,507;-0,174
1,507;0,129;1,507;0,165;1,507;-0,046;1,507;0,102
1,507;-0,197;1,507;-0,114;1,507;0,054;1,507;0,022
1,507;0,192;1,507;0,027;1,507;-0,036;1,507;-0,128
1,507;-0,108;1,507;0,075;1,507;0,010;1,507;0,195
1,508;-0,010;1,508;-0,148;1,508;0,027;1,508;-0,182
1,508;0,129;1,508;0,163;1,508;-0,045;1,508;0,105
1,508;-0,194;1,508;-0,118;1,508;0,056;1,508;0,023
1,508;0,191;1,508;0,026;1,508;-0,032;1,508;-0,125
1,508;-0,111;1,508;0,075;1,508;0,007;1,508;0,198
1,509;-0,013;1,509;-0,145;1,509;0,031;1,509;-0,179
1,509;0,129;1,509;0,164;1,509;-0,048;1,509;0,102
1,509;-0,198;1,509;-0,122;1,509;0,049;1,509;0,018
1,509;0,189;1,509;0,025;1,509;-0,033;1,509;-0,131
1,509;-0,109;1,509;0,070;1,509;0,007;1,509;0,190
1,510;-0,012;1,510;-0,153;1,510;0,028;1,510;-0,180
1,510;0,129;1,510;0,163;1,510;-0,049;1,510;0,099
1,510;-0,198;1,510;-0,119;1,510;0,054;1,510;0,016
1,510;0,192;1,510;0,020;1,510;-0,031;1,510;-0,128
1,510;-0,108;1,510;0,072;1,510;0,003;1,510;0,194
1,511;-0,012;1,511;-0,152;1,511;0,027;1,511;-0,178
1,511;0,133;1,511;0,163;1,511;-0,046;1,511;0,099
1,511;-0,196;1,511;-0,117;1,511;0,051;1,511;0,018
1,511;0,188;1,511;0,026;1,511;-0,032;1,511;-0,127
1,511;-0,112;1,511;0,073;1,511;0,006;1,511;0,194
1,512;-0,010;1,512;-0,151;1,512;0,024;1,512;-0,182
1,512;0,133;1,512;0,163;1,512;-0,045;1,512;0,101
1,512;-0,199;1,512;-0,118;1,512;0,057;1,512;0,019
1,512;0,189;1,512;0,029;1,512;-0,030;1,512;-0,127
1,512;-0,105;1,512;0,073;1,512;0,007;1,512;0,195
1,513;-0,016;1,513;-0,152;1,513;0,030;1,513;-0,176
1,513;0,131;1,513;0,166;1,513;-0,041;1,513;0,105
1,513;-0,201;1,513;-0,117;1,513;0,051;1,513;0,026
1,513;0,189;1,513;0,029;1,513;-0,032;1,513;-0,127
1,513;-0,108;1,513;0,080;1,513;0,007;1,513;0,195
1,514;-0,010;1,514;-0,147;1,514;0,027;1,514;-0,176
1,514;0,136;1,514;0,166;1,514;-0,046;1,514;0,105
1,514;-0,193;1,514;-0,115;1,514;0,054;1,514;0,021
1,514;0,190;1,514;0,031;1,514;-0,031;1,514;-0,127
1,514;-0,111;1,514;0,078;1,514;0,006;1,514;0,196
1,515;-0,014;1,515;-0,146;1,515;0,028;1,515;-0,180
1,515;0,132;1,515;0,172;1,515;-0,051;1,515;0,102
1,515;-0,196;1,515;-0,111;1,515;0,052;1,515;0,020
1,515;0,192;1,515;0,028;1,515;-0,036;1,515;-0,132
1,515;-0,108;1,515;0,085;1,515;0,005;1,515;0,193
1,516;-0,011;1,516;-0,143;1,516;0,029;1,516;-0,178
1,516;0,132;1,516;0,173;1,516;-0,047;1,516;0,101
1,516;-0,196;1,516;-0,111;1,516;0,048;1,516;0,020
1,516;0,190;1,516;0,026;1,516;-0,033;1,516;-0,132
1,516;-0,108;1,516;0,079;1,516;0,002;1,516;0,194
1,517;-0,013;1,517;-0,147;1,517;0,025;1,517;-0,178
1,517;0,129;1,517;0,166;1,517;-0,054;1,517;0,102
1,517;-0,197;1,517;-0,115;1,517;0,049;1,517;0,024
1,517;0,189;1,517;0,024;1,517;-0,035;1,517;-0,125
1,517;-0,107;1,517;0,080;1,517;0,005;1,517;0,197
1,518;-0,016;1,518;-0,144;1,518;0,025;1,518;-0,179
1,518;0,127;1,518;0,165;1,518;-0,049;1,518;0,101
1,518;-0,201;1,518;-0,115;1,518;0,052;1,518;0,028
1,518;0,190;1,518;0,028;1,518;-0,033;1,518;-0,126
1,518;-0,111;1,518;0,082;1,518;0,004;1,518;0,197
1,519;-0,020;1,519;-0,147;1,519;0,030;1,519;-0,173
1,519;0,128;1,519;0,167;1,519;-0,046;1,519;0,098
1,519;-0,199;1,519;-0,114;1,519;0,048;1,519;0,025
1,519;0,193;1,519;0,030;1,519;-0,033;1,519;-0,133
1,519;-0,106;1,519;0,082;1,519;0,001;1,519;0,193
1,520;-0,015;1,520;-0,149;1,520;0,028;1,520;-0,178
1,520;0,134;1,520;0,164;1,520;-0,048;1,520;0,095
1,520;-0,194;1,520;-0,119;1,520;0,047;1,520;0,021
1,520;0,192;1,520;0,025;1,520;-0,031;1,520;-0,130
1,520;-0,103;1,520;0,082;1,520;0,005;1,520;0,191
1,521;-0,014;1,521;-0,146;1,521;0,024;1,521;-0,178
1,521;0,134;1,521;0,168;1,521;-0,049;1,521;0,098
1,521;-0,194;1,521;-0,116;1,521;0,051;1,521;0,023
1,521;0,192;1,521;0,030;1,521;-0,036;1,521;-0,129
1,521;-0,109;1,521;0,085;1,521;0,004;1,521;0,194
1,522;-0,012;1,522;-0,143;1,522;0,028;1,522;-0,179
1,522;0,132;1,522;0,170;1,522;-0,049;1,522;0,099
1,522;-0,195;1,522;-0,111;1,522;0,048;1,522;0,021
1,522;0,190;1,522;0,029;1,522;-0,031;1,522;-0,128
1,522;-0,102;1,522;0,080;1,522;0,006;1,522;0,194
1,523;-0,014;1,523;-0,148;1,523;0,030;1,523;-0,179
1,523;0,135;1,523;0,163;1,523;-0,045;1,523;0,101
1,523;-0,196;1,523;-0,121;1,523;0,051;1,523;0,023
1,523;0,190;1,523;0,029;1,523;-0,035;1,523;-0,130
1,523;-0,105;1,523;0,077;1,523;0,005;1,523;0,192
1,524;-0,014;1,524;-0,146;1,524;0,029;1,524;-0,176
1,524;0,132;1,524;0,169;1,524;-0,047;1,524;0,100
1,524;-0,198;1,524;-0,115;1,524;0,055;1,524;0,026
1,524;0,191;1,524;0,027;1,524;-0,029;1,524;-0,129
1,524;-0,103;1,524;0,083;1,524;0,005;1,524;0,195
1,525;-0,011;1,525;-0,144;1,525;0,028;1,525;-0,181
1,525;0,137;1,525;0,163;1,525;-0,049;1,525;0,100
1,525;-0,195;1,525;-0,116;1,525;0,052;1,525;0,023
1,525;0,195;1,525;0,027;1,525;-0,029;1,525;-0,130
1,525;-0,101;1,525;0,079;1,525;0,011;1,525;0,197
1,526;-0,014;1,526;-0,150;1,526;0,031;1,526;-0,176
1,526;0,136;1,526;0,171;1,526;-0,047;1,526;0,101
1,526;-0,196;1,526;-0,117;1,526;0,051;1,526;0,026
1,526;0,187;1,526;0,027;1,526;-0,030;1,526;-0,128
1,526;-0,103;1,526;0,080;1,526;0,007;1,526;0,195
1,527;-0,013;1,527;-0,146;1,527;0,025;1,527;-0,178
1,527;0,135;1,527;0,167;1,527;-0,049;1,527;0,098
1,527;-0,196;1,527;-0,116;1,527;0,052;1,527;0,025
1,527;0,189;1,527;0,028;1,527;-0,034;1,527;-0,128
1,527;-0,105;1,527;0,080;1,527;0,003;1,527;0,193
1,528;-0,011;1,528;-0,148;1,528;0,030;1,528;-0,180
1,528;0,134;1,528;0,166;1,528;-0,049;1,528;0,098
1,528;-0,195;1,528;-0,114;1,528;0,050;1,528;0,019
1,528;0,190;1,528;0,029;1,528;-0,032;1,528;-0,135
1,528;-0,103;1,528;0,080;1,528;0,003;1,528;0,191
1,529;-0,011;1,529;-0,141;1,529;0,023;1,529;-0,181
1,529;0,135;1,529;0,166;1,529;-0,047;1,529;0,100
1,529;-0,197;1,529;-0,116;1,529;0,051;1,529;0,021
1,529;0,191;1,529;0,021;1,529;-0,030;1,529;-0,132
1,529;-0,101;1,529;0,080;1,529;0,008;1,529;0,194
1,530;-0,014;1,530;-0,145;1,530;0,029;1,530;-0,181
1,530;0,135;1,530;0,166;1,530;-0,052;1,530;0,102
1,530;-0,193;1,530;-0,118;1,530;0,049;1,530;0,025
1,530;0,191;1,530;0,024;1,530;-0,034;1,530;-0,131
1,530;-0,106;1,530;0,081;1,530;0,006;1,530;0,195
1,531;-0,014;1,531;-0,152;1,531;0,027;1,531;-0,179
1,531;0,134;1,531;0,167;1,531;-0,045;1,531;0,098
1,531;-0,198;1,531;-0,115;1,531;0,052;1,531;0,025
1,531;0,191;1,531;0,027;1,531;-0,033;1,531;-0,130
1,531;-0,105;1,531;0,081;1,531;0,004;1,531;0,199
1,532;-0,014;1,532;-0,152;1,532;0,025;1,532;-0,174
1,532;0,138;1,532;0,168;1,532;-0,050;1,532;0,103
1,532;-0,194;1,532;-0,117;1,532;0,058;1,532;0,023
1,532;0,189;1,532;0,028;1,532;-0,029;1,532;-0,131
1,532;-0,101;1,532;0,078;1,532;0,003;1,532;0,197
1,533;-0,013;1,533;-0,148;1,533;0,033;1,533;-0,182
1,533;0,137;1,533;0,164;1,533;-0,047;1,533;0,098
1,533;-0,195;1,533;-0,115;1,533;0,055;1,533;0,026
1,533;0,189;1,533;0,027;1,533;-0,034;1,533;-0,132
1,533;-0,099;1,533;0,077;1,533;0,005;1,533;0,195
1,534;-0,014;1,534;-0,149;1,534;0,031;1,534;-0,184
1,534;0,134;1,534;0,168;1,534;-0,046;1,534;0,094
1,534;-0,195;1,534;-0,114;1,534;0,052;1,534;0,023
1,534;0,189;1,534;0,024;1,534;-0,030;1,534;-0,134
1,534;-0,102;1,534;0,080;1,534;0,006;1,534;0,194
1,535;-0,014;1,535;-0,153;1,535;0,030;1,535;-0,181
1,535;0,134;1,535;0,162;1,535;-0,050;1,535;0,098
1,535;-0,193;1,535;-0,119;1,535;0,048;1,535;0,022
1,535;0,188;1,535;0,024;1,535;-0,036;1,535;-0,134
1,535;-0,104;1,535;0,077;1,535;0,005;1,535;0,193
1,536;-0,019;1,536;-0,151;1,536;0,024;1,536;-0,179
1,536;0,136;1,536;0,166;1,536;-0,052;1,536;0,097
1,536;-0,196;1,536;-0,116;1,536;0,050;1,536;0,026
1,536;0,188;1,536;0,023;1,536;-0,038;1,536;-0,131
1,536;-0,105;1,536;0,081;1,536;0,004;1,536;0,191
1,537;-0,016;1,537;-0,152;1,537;0,028;1,537;-0,179
1,537;0,137;1,537;0,169;1,537;-0,050;1,537;0,098
1,537;-0,199;1,537;-0,117;1,537;0,048;1,537;0,023
1,537;0,187;1,537;0,024;1,537;-0,037;1,537;-0,133
1,537;-0,102;1,537;0,078;1,537;0,009;1,537;0,195
1,538;-0,013;1,538;-0,148;1,538;0,031;1,538;-0,178
1,538;0,134;1,538;0,169;1,538;-0,047;1,538;0,098
1,538;-0,194;1,538;-0,115;1,538;0,051;1,538;0,026
1,538;0,187;1,538;0,026;1,538;-0,032;1,538;-0,131
1,538;-0,100;1,538;0,081;1,538;0,005;1,538;0,192
1,539;-0,012;1,539;-0,150;1,539;0,031;1,539;-0,179
1,539;0,136;1,539;0,166;1,539;-0,047;1,539;0,099
1,539;-0,195;1,539;-0,115;1,539;0,050;1,539;0,023
1,539;0,192;1,539;0,028;1,539;-0,037;1,539;-0,134
1,539;-0,101;1,539;0,084;1,539;0,007;1,539;0,192
1,540;-0,013;1,540;-0,152;1,540;0,029;1,540;-0,176
1,540;0,136;1,540;0,165;1,540;-0,048;1,540;0,097
1,540;-0,194;1,540;-0,114;1,540;0,053;1,540;0,023
1,540;0,189;1,540;0,022;1,540;-0,031;1,540;-0,133
1,540;-0,099;1,540;0,081;1,540;0,006;1,540;0,194
1,541;-0,013;1,541;-0,149;1,541;0,028;1,541;-0,176
1,541;0,139;1,541;0,169;1,541;-0,042;1,541;0,100
1,541;-0,196;1,541;-0,116;1,541;0,051;1,541;0,026
1,541;0,187;1,541;0,026;1,541;-0,033;1,541;-0,134
1,541;-0,099;1,541;0,087;1,541;0,007;1,541;0,195
1,542;-0,011;1,542;-0,147;1,542;0,032;1,542;-0,176
1,542;0,137;1,542;0,169;1,542;-0,041;1,542;0,094
1,542;-0,198;1,542;-0,110;1,542;0,053;1,542;0,026
1,542;0,187;1,542;0,025;1,542;-0,031;1,542;-0,133
1,542;-0,103;1,542;0,080;1,542;0,014;1,542;0,197
1,543;-0,017;1,543;-0,150;1,543;0,035;1,543;-0,178
1,543;0,136;1,543;0,169;1,543;-0,044;1,543;0,098
1,543;-0,197;1,543;-0,116;1,543;0,052;1,543;0,026
1,543;0,188;1,543;0,025;1,543;-0,030;1,543;-0,137
1,543;-0,101;1,543;0,080;1,543;0,010;1,543;0,196
1,544;-0,017;1,544;-0,152;1,544;0,032;1,544;-0,177
1,544;0,137;1,544;0,166;1,544;-0,039;1,544;0,098
1,544;-0,196;1,544;-0,118;1,544;0,056;1,544;0,026
1,544;0,187;1,544;0,022;1,544;-0,031;1,544;-0,130
1,544;-0,107;1,544;0,079;1,544;0,008;1,544;0,196
1,545;-0,018;1,545;-0,151;1,545;0,032;1,545;-0,176
1,545;0,135;1,545;0,166;1,545;-0,045;1,545;0,102
1,545;-0,196;1,545;-0,116;1,545;0,053;1,545;0,028
1,545;0,187;1,545;0,020;1,545;-0,029;1,545;-0,132
1,545;-0,103;1,545;0,079;1,545;0,011;1,545;0,195
1,546;-0,022;1,546;-0,151;1,546;0,029;1,546;-0,179
1,546;0,133;1,546;0,163;1,546;-0,044;1,546;0,098
1,546;-0,200;1,546;-0,116;1,546;0,051;1,546;0,027
1,546;0,186;1,546;0,022;1,546;-0,029;1,546;-0,134
1,546;-0,106;1,546;0,080;1,546;0,009;1,546;0,195
1,547;-0,022;1,547;-0,154;1,547;0,032;1,547;-0,175
1,547;0,135;1,547;0,161;1,547;-0,045;1,547;0,095
1,547;-0,198;1,547;-0,118;1,547;0,051;1,547;0,026
1,547;0,185;1,547;0,017;1,547;-0,030;1,547;-0,136
1,547;-0,106;1,547;0,074;1,547;0,011;1,547;0,193
1,548;-0,020;1,548;-0,152;1,548;0,033;1,548;-0,175
1,548;0,141;1,548;0,161;1,548;-0,046;1,548;0,095
1,548;-0,197;1,548;-0,116;1,548;0,056;1,548;0,024
1,548;0,192;1,548;0,022;1,548;-0,028;1,548;-0,134
1,548;-0,099;1,548;0,080;1,548;0,007;1,548;0,193
1,549;-0,019;1,549;-0,153;1,549;0,035;1,549;-0,180
1,549;0,139;1,549;0,162;1,549;-0,044;1,549;0,091
1,549;-0,196;1,549;-0,119;1,549;0,057;1,549;0,020
1,549;0,193;1,549;0,022;1,549;-0,033;1,549;-0,135
1,549;-0,102;1,549;0,077;1,549;0,006;1,549;0,192
1,550;-0,014;1,550;-0,154;1,550;0,029;1,550;-0,179
1,550;0,138;1,550;0,166;1,550;-0,047;1,550;0,096
1,550;-0,198;1,550;-0,116;1,550;0,051;1,550;0,026
1,550;0,193;1,550;0,021;1,550;-0,033;1,550;-0,131
1,550;-0,097;1,550;0,081;1,550;0,004;1,550;0,196
1,551;-0,021;1,551;-0,153;1,551;0,030;1,551;-0,177
1,551;0,140;1,551;0,161;1,551;-0,042;1,551;0,095
1,551;-0,193;1,551;-0,112;1,551;0,055;1,551;0,025
1,551;0,185;1,551;0,023;1,551;-0,029;1,551;-0,133
1,551;-0,102;1,551;0,081;1,551;0,004;1,551;0,195
1,552;-0,017;1,552;-0,148;1,552;0,028;1,552;-0,179
1,552;0,141;1,552;0,167;1,552;-0,047;1,552;0,097
1,552;-0,194;1,552;-0,116;1,552;0,054;1,552;0,025
1,552;0,188;1,552;0,024;1,552;-0,031;1,552;-0,135
1,552;-0,097;1,552;0,082;1,552;0,006;1,552;0,192
1,553;-0,016;1,553;-0,150;1,553;0,032;1,553;-0,180
1,553;0,139;1,553;0,166;1,553;-0,046;1,553;0,096
1,553;-0,195;1,553;-0,114;1,553;0,057;1,553;0,024
1,553;0,188;1,553;0,025;1,553;-0,027;1,553;-0,136
1,553;-0,100;1,553;0,079;1,553;0,006;1,553;0,196
1,554;-0,019;1,554;-0,145;1,554;0,028;1,554;-0,178
1,554;0,136;1,554;0,166;1,554;-0,048;1,554;0,098
1,554;-0,195;1,554;-0,116;1,554;0,057;1,554;0,027
1,554;0,187;1,554;0,027;1,554;-0,030;1,554;-0,130
1,554;-0,101;1,554;0,083;1,554;0,007;1,554;0,197
1,555;-0,019;1,555;-0,146;1,555;0,030;1,555;-0,179
1,555;0,133;1,555;0,168;1,555;-0,048;1,555;0,100
1,555;-0,197;1,555;-0,112;1,555;0,050;1,555;0,028
1,555;0,189;1,555;0,024;1,555;-0,031;1,555;-0,133
1,555;-0,102;1,555;0,085;1,555;0,006;1,555;0,198
1,556;-0,019;1,556;-0,149;1,556;0,031;1,556;-0,175
1,556;0,136;1,556;0,167;1,556;-0,048;1,556;0,101
1,556;-0,199;1,556;-0,111;1,556;0,057;1,556;0,027
1,556;0,184;1,556;0,021;1,556;-0,030;1,556;-0,133
1,556;-0,102;1,556;0,083;1,556;0,004;1,556;0,200
1,557;-0,021;1,557;-0,146;1,557;0,031;1,557;-0,176
1,557;0,137;1,557;0,170;1,557;-0,049;1,557;0,099
1,557;-0,199;1,557;-0,110;1,557;0,049;1,557;0,029
1,557;0,187;1,557;0,025;1,557;-0,033;1,557;-0,134
1,557;-0,099;1,557;0,087;1,557;0,005;1,557;0,198
1,558;-0,021;1,558;-0,149;1,558;0,030;1,558;-0,173
1,558;0,138;1,558;0,170;1,558;-0,047;1,558;0,098
1,558;-0,196;1,558;-0,112;1,558;0,050;1,558;0,030
1,558;0,187;1,558;0,024;1,558;-0,031;1,558;-0,131
1,558;-0,099;1,558;0,086;1,558;4,761E-4;1,558;0,199
1,559;-0,018;1,559;-0,153;1,559;0,027;1,559;-0,173
1,559;0,141;1,559;0,166;1,559;-0,048;1,559;0,101
1,559;-0,199;1,559;-0,113;1,559;0,047;1,559;0,032
1,559;0,185;1,559;0,021;1,559;-0,030;1,559;-0,130
1,559;-0,104;1,559;0,081;1,559;0,006;1,559;0,198
1,560;-0,020;1,560;-0,150;1,560;0,027;1,560;-0,171
1,560;0,138;1,560;0,167;1,560;-0,045;1,560;0,096
1,560;-0,196;1,560;-0,109;1,560;0,045;1,560;0,029
1,560;0,190;1,560;0,023;1,560;-0,035;1,560;-0,136
1,560;-0,099;1,560;0,078;1,560;-0,001;1,560;0,199
1,561;-0,023;1,561;-0,151;1,561;0,026;1,561;-0,174
1,561;0,140;1,561;0,167;1,561;-0,049;1,561;0,093
1,561;-0,194;1,561;-0,113;1,561;0,051;1,561;0,030
1,561;0,188;1,561;0,024;1,561;-0,034;1,561;-0,137
1,561;-0,096;1,561;0,082;1,561;0,007;1,561;0,199
1,562;-0,018;1,562;-0,151;1,562;0,028;1,562;-0,173
1,562;0,141;1,562;0,167;1,562;-0,046;1,562;0,095
1,562;-0,197;1,562;-0,112;1,562;0,052;1,562;0,032
1,562;0,189;1,562;0,024;1,562;-0,034;1,562;-0,134
1,562;-0,099;1,562;0,083;1,562;0,004;1,562;0,192
1,563;-0,020;1,563;-0,146;1,563;0,027;1,563;-0,174
1,563;0,139;1,563;0,169;1,563;-0,050;1,563;0,098
1,563;-0,199;1,563;-0,112;1,563;0,052;1,563;0,031
1,563;0,187;1,563;0,023;1,563;-0,032;1,563;-0,131
1,563;-0,103;1,563;0,084;1,563;0,002;1,563;0,200
1,564;-0,024;1,564;-0,145;1,564;0,029;1,564;-0,172
1,564;0,140;1,564;0,167;1,564;-0,051;1,564;0,098
1,564;-0,199;1,564;-0,112;1,564;0,053;1,564;0,030
1,564;0,187;1,564;0,024;1,564;-0,033;1,564;-0,133
1,564;-0,098;1,564;0,083;1,564;0,001;1,564;0,198
1,565;-0,019;1,565;-0,147;1,565;0,031;1,565;-0,176
1,565;0,132;1,565;0,169;1,565;-0,047;1,565;0,093
1,565;-0,198;1,565;-0,111;1,565;0,050;1,565;0,030
1,565;0,184;1,565;0,024;1,565;-0,031;1,565;-0,136
1,565;-0,099;1,565;0,083;1,565;0,003;1,565;0,196
1,566;-0,023;1,566;-0,145;1,566;0,029;1,566;-0,177
1,566;0,137;1,566;0,169;1,566;-0,047;1,566;0,094
1,566;-0,199;1,566;-0,111;1,566;0,050;1,566;0,031
1,566;0,182;1,566;0,024;1,566;-0,033;1,566;-0,135
1,566;-0,099;1,566;0,088;1,566;0,003;1,566;0,196
1,567;-0,022;1,567;-0,148;1,567;0,031;1,567;-0,176
1,567;0,136;1,567;0,168;1,567;-0,044;1,567;0,096
1,567;-0,200;1,567;-0,111;1,567;0,050;1,567;0,029
1,567;0,188;1,567;0,027;1,567;-0,029;1,567;-0,137
1,567;-0,099;1,567;0,081;1,567;2,319E-4;1,567;0,198
1,568;-0,023;1,568;-0,147;1,568;0,029;1,568;-0,178
1,568;0,137;1,568;0,171;1,568;-0,046;1,568;0,094
1,568;-0,198;1,568;-0,117;1,568;0,049;1,568;0,033
1,568;0,186;1,568;0,023;1,568;-0,035;1,568;-0,133
1,568;-0,097;1,568;0,081;1,568;0,002;1,568;0,196
1,569;-0,021;1,569;-0,149;1,569;0,030;1,569;-0,178
1,569;0,139;1,569;0,166;1,569;-0,047;1,569;0,096
1,569;-0,197;1,569;-0,115;1,569;0,050;1,569;0,029
1,569;0,184;1,569;0,020;1,569;-0,030;1,569;-0,135
1,569;-0,099;1,569;0,083;1,569;0,005;1,569;0,197
1,570;-0,024;1,570;-0,149;1,570;0,023;1,570;-0,173
1,570;0,139;1,570;0,167;1,570;-0,046;1,570;0,094
1,570;-0,196;1,570;-0,115;1,570;0,050;1,570;0,028
1,570;0,186;1,570;0,021;1,570;-0,031;1,570;-0,138
1,570;-0,096;1,570;0,079;1,570;0,002;1,570;0,194
1,571;-0,018;1,571;-0,150;1,571;0,025;1,571;-0,180
1,571;0,139;1,571;0,165;1,571;-0,049;1,571;0,089
1,571;-0,193;1,571;-0,114;1,571;0,048;1,571;0,028
1,571;0,186;1,571;0,021;1,571;-0,033;1,571;-0,138
1,571;-0,093;1,571;0,081;1,571;0,003;1,571;0,193
1,572;-0,018;1,572;-0,150;1,572;0,032;1,572;-0,182
1,572;0,140;1,572;0,165;1,572;-0,043;1,572;0,091
1,572;-0,195;1,572;-0,113;1,572;0,051;1,572;0,029
1,572;0,186;1,572;0,020;1,572;-0,031;1,572;-0,141
1,572;-0,095;1,572;0,085;1,572;0,002;1,572;0,196
1,573;-0,021;1,573;-0,150;1,573;0,028;1,573;-0,181
1,573;0,137;1,573;0,163;1,573;-0,046;1,573;0,093
1,573;-0,197;1,573;-0,114;1,573;0,053;1,573;0,026
1,573;0,183;1,573;0,024;1,573;-0,028;1,573;-0,141
1,573;-0,099;1,573;0,084;1,573;0,008;1,573;0,195
1,574;-0,023;1,574;-0,151;1,574;0,031;1,574;-0,182
1,574;0,137;1,574;0,162;1,574;-0,047;1,574;0,090
1,574;-0,196;1,574;-0,114;1,574;0,052;1,574;0,027
1,574;0,186;1,574;0,024;1,574;-0,030;1,574;-0,140
1,574;-0,095;1,574;0,084;1,574;0,004;1,574;0,194
1,575;-0,020;1,575;-0,150;1,575;0,031;1,575;-0,185
1,575;0,142;1,575;0,168;1,575;-0,049;1,575;0,092
1,575;-0,194;1,575;-0,110;1,575;0,052;1,575;0,025
1,575;0,188;1,575;0,021;1,575;-0,029;1,575;-0,140
1,575;-0,093;1,575;0,085;1,575;0,002;1,575;0,194
1,576;-0,021;1,576;-0,151;1,576;0,029;1,576;-0,180
1,576;0,142;1,576;0,167;1,576;-0,049;1,576;0,093
1,576;-0,198;1,576;-0,110;1,576;0,051;1,576;0,031
1,576;0,186;1,576;0,022;1,576;-0,032;1,576;-0,135
1,576;-0,096;1,576;0,083;1,576;0,003;1,576;0,194
1,577;-0,022;1,577;-0,150;1,577;0,029;1,577;-0,175
1,577;0,140;1,577;0,170;1,577;-0,051;1,577;0,096
1,577;-0,197;1,577;-0,110;1,577;0,052;1,577;0,029
1,577;0,184;1,577;0,021;1,577;-0,031;1,577;-0,135
1,577;-0,096;1,577;0,086;1,577;0,004;1,577;0,199
1,578;-0,022;1,578;-0,149;1,578;0,030;1,578;-0,175
1,578;0,141;1,578;0,166;1,578;-0,042;1,578;0,095
1,578;-0,197;1,578;-0,110;1,578;0,050;1,578;0,033
1,578;0,184;1,578;0,022;1,578;-0,029;1,578;-0,134
